repo,path,number_of_headings,language,cve_count
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-architecture-overview.md,1,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-cyber-services.md,1,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-identity-management-overview.md,10,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/azure-security-data-classification.md,22,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-microsoft-virtual-academy.md,1,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-get-started-overview.md,2,PT,0
OpenLocalizationTestOrg/azure-docs-pr15_pt-PT,articles/security/security-health-care-solution.md,1,PT,0
samzamany/web-dev-best-practices,src/content/ko/fundamentals/security/encrypt-in-transit/intro-to-security-terminology.md,5,KO,0
samzamany/web-dev-best-practices,src/content/es/fundamentals/security/encrypt-in-transit/intro-to-security-terminology.md,5,ES,0
samzamany/web-dev-best-practices,src/content/en/fundamentals/security/encrypt-in-transit/intro-to-security-terminology.md,6,EN,0
urbanshaman/sensualmassage.ru,content/security/security-assessment-and-testing/security-process-data-e-g-management-and-operational-controls.md,0,EN,0
mohammedngum/aspnet,aspnet/web-pages/overview/security/16-adding-security-and-membership.md,8,EN,0
biangbiang/something,development/coder/security/pass-the-security-of-the-query-string-in-the-https.md,2,ZH,0
PJ-Finlay/pyqtdeploy,demo/qt-everywhere-src-5.15.0/qtwebengine/src/3rdparty/chromium/docs/security/service-worker-security-faq.md,18,EN,0
1507thakurabhi93/ansible_advance,security/security/README.md,0,EN,0
BPI-SINOVOIP/BPI-A20-Android,android/docs/source.android.com/src/tech/security/android_4_2_security_enhancements.md,1,EN,0
hunter95001/crystalfox.github.io,Posts/Security/Security/README.MD,0,EN,0
fancymo/DailySummary,security/README.md,6,ZH,0
urbanshaman/sensualmassage.ru,content/security/security-and-risk-management/security-governance-principles/alignment-of-security-function-to-strategy-goals-mission-and-objectives-e-g-business-case-budget-and-resources.md,0,EN,0
dpaulson45/TestRepos,Security/README.md,4,EN,5
skalolazka/SEBC,security/overview-kerberos-sentry.md,30,EN,0
skalolazka/SEBC,security/sentry-tutorial.md,9,EN,0
skalolazka/SEBC,security/kerberos.md,1,EN,0
intltechventures/Lab.Architecture,Security/Privacy.md,6,EN,0
ALittleShip/Android,security/device-management-policy.md,5,ZH,0
intltechventures/Lab.Architecture,Security/DataClassificationLevels.md,2,EN,0
intltechventures/Lab.Architecture,Security/WAF.md,4,EN,0
intltechventures/Lab.Architecture,Security/CryptoCurrency.md,0,EN,0
intltechventures/Lab.Architecture,Security/Authentication.md,4,EN,0
intltechventures/Lab.Architecture,Security/LDAP.md,3,EN,0
intltechventures/Lab.Architecture,Security/HighTrust.md,0,FI,0
intltechventures/Lab.Architecture,Security/Blockchain.md,0,EN,0
intltechventures/Lab.Architecture,Security/DMZ.md,12,EN,0
intltechventures/Lab.Architecture,Security/JWT.md,0,NL,0
intltechventures/Lab.Architecture,Security/Cryptography.md,0,CY,0
intltechventures/Lab.Architecture,Security/Authorization.md,6,EN,0
intltechventures/Lab.Architecture,Security/OAuth2.md,9,EN,0
intltechventures/Lab.Architecture,Security/TLS.md,0,EN,0
sunwu51/SpringBootSamples,security/README.md,4,ZH,0
ale-fernandes/SEBC,security/overview-kerberos-sentry.md,30,EN,0
ale-fernandes/SEBC,security/sentry-tutorial.md,9,EN,0
ale-fernandes/SEBC,security/kerberos.md,1,EN,0
huoqifeng/document,security/encryption-signature-cert.md,18,ZH,0
huoqifeng/document,security/crypto.md,9,EN,0
huoqifeng/document,security/commonVulneralbilities.md,18,EN,1
nicholasdille/docker-lab,security/README.md,1,RO,0
kbchea/baton_NFVO,security/README.md,4,EN,0
Suv93/Ansible-for-devops,security/README.md,5,EN,0
zhangerhe/Aheblog,security/README.md,1,ZH,0
zhangerhe/Aheblog,security/daemon_sec.md,1,ZH,0
zhangerhe/Aheblog,security/kernel_capability.md,1,ZH,0
zhangerhe/Aheblog,security/kernel_ns.md,1,ZH,0
zhangerhe/Aheblog,security/other_feature.md,1,ZH,0
zhangerhe/Aheblog,security/summary.md,1,ZH,0
zhangerhe/Aheblog,security/control_group.md,1,ZH,0
salty-byte/other,security/README.md,1,JA,0
pfmaggi/TIL,security/spectre-js.md,3,EN,0
feibenren/feibenren,SECURITY/XSS%26%26CSRF.md,2,ZH,0
zhv9/handbook,security/index.html.md,22,EN,0
netxillon/Hadoop,Security/README.md,0,EN,0
QConChina/QConShanghai2016,Security/README.md,0,ZH,0
deyabhishek79/SEBC,security/overview-kerberos-sentry.md,30,EN,0
deyabhishek79/SEBC,security/sentry-tutorial.md,9,EN,0
deyabhishek79/SEBC,security/kerberos.md,1,EN,0
gisat/puma,security/README.MD,0,EN,0
phpearth/docs,security/passwords.md,8,EN,0
phpearth/docs,security/sql-injection.md,4,EN,0
phpearth/docs,security/README.md,1,EN,0
phpearth/docs,security/cryptography.md,2,EN,0
phpearth/docs,security/code-protection.md,2,EN,0
phpearth/docs,security/uploading.md,17,EN,0
phpearth/docs,security/ssl.md,2,EN,0
phpearth/docs,security/configuration.md,40,EN,0
phpearth/docs,security/intro.md,22,EN,0
CivicActions/nebula,security/CONTINOUS_MONITORING.md,7,EN,5
dangdang1250/LearnCPP,security/notes.md,7,ZH,0
brunoumg/watson-voice,security/README.md,1,EN,0
DAO-IPCI/DAO-IPCI,security/contracts_Complier.md,5,RU,0
DAO-IPCI/DAO-IPCI,security/contracts_Auditor.md,5,RU,0
DAO-IPCI/DAO-IPCI,security/contracts_InsuranceHolder.md,5,RU,0
jshemas/Projects,Security/README.md,0,EN,0
ZuraTikaradze/Spring-Examples,security/HELP.md,3,EN,0
hiiamyes/cheat-sheet,security/CSRF.md,1,EN,0
gao745/openharmony-docs,en/device-dev/security/security-guidelines.md,15,EN,0
mindspore-ai/community,security/security_design_guild_zh_cn.md,6,ZH,0
jackwiy/openharmony-docs,en/device-dev/security/security-guidelines.md,15,EN,0
MarcoIsDaMan/wiki,_articles/security/cloud-server-security.md,0,EN,0
imfly/sailsjs-docs-gitbook,en/security/SAILS-SECURITY-POLICY.md,6,EN,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/security-channel-nine.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/azure-security-mvp.md,1,FR,0
OpenLocalizationTestOrg/azure-docs-pr-test.fr-FR,articles/security/security-paas-deployments.md,8,FR,0
swuferhong/flink-comment,docs/deployment/security/security-ssl.md,13,EN,0
swuferhong/flink-comment,docs/deployment/security/security-kerberos.md,11,EN,0
ChloeQian123/OfficeDocs-Support-Demo,Microsoft365/admin/security/security-settings.md,3,EN,0
ZachBray/kgw-aeron-poc,doc/security/p_geolocation_security.md,1,EN,0
ZachBray/kgw-aeron-poc,doc/security/c_security_about.md,0,EN,0
hbulpf/JavaPrinciple,knowledge/%E6%A1%86%E6%9E%B6%E5%B7%A5%E5%85%B7/security/springSecurity.md,0,EN,0
lynmonade/JavaBlog,05.%E6%A1%86%E6%9E%B6%E4%BD%BF%E7%94%A8/%E7%9B%AE%E5%89%8D%E4%B8%8D%E9%87%8D%E8%A6%81/Security/Shiro%E5%92%8CSpringSecurity.markdown,1,ZH,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-cyber-services.md,1,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-identity-management-overview.md,10,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-pen-testing.md,1,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-architecture-overview.md,1,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-services-technologies.md,7,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-virtual-machines-overview.md,9,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/azure-security-response-center.md,4,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-health-care-solution.md,1,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-microsoft-trust-center.md,1,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-get-started-overview.md,2,HR,0
OpenLocalizationTestOrg/azure-docs-pr15_hr-HR,articles/security/security-microsoft-virtual-academy.md,1,HR,0
lubas569/-lubas569-azure-devops-docs.,docs/organizations/security/security-glossary.md,31,EN,0
perrynzhou/chubaofs-note,source/chubaofs-2.3.0/security/security-release-process.md,16,EN,4
proofzero/rollupid,packages/security/docs/security.api.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-ldap-client-signing-requirements.md,14,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-lan-manager-authentication-level.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/identity-protection/user-account-control/user-account-control-security-policy-settings.md,11,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-and-risk-management/security-policies-standards-procedures-and-guidelines.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/software-development-security/security-in-the-software-development-lifecycle.md,0,EN,0
cscannell-inacloud/IIS-Docs,iis/configuration/system.applicationHost/sites/site/ftpServer/security/dataChannelSecurity.md,14,EN,0
cscannell-inacloud/IIS-Docs,iis/configuration/system.applicationHost/sites/siteDefaults/ftpServer/security/dataChannelSecurity.md,14,EN,0
GreyPeter/Android-4.2.2,docs/source.android.com/src/tech/security/android_4_2_security_enhancements.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/assign-security-group-filters-to-the-gpo.md,3,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/windows-firewall-with-advanced-security-deployment-guide.md,4,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/windows-firewall-with-advanced-security-design-guide.md,4,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/auditing/planning-and-deploying-advanced-security-audit-policies.md,20,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-allow-localsystem-null-session-fallback.md,11,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-incoming-ntlm-traffic.md,15,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-engineering/security-architectures-designs-and-solution-elements-vulnerabilities.md,0,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-engineering/security-architectures-designs-and-solution-elements-vulnerabilities.md,0,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/planning-your-windows-firewall-with-advanced-security-design.md,9,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/planning-to-deploy-windows-firewall-with-advanced-security.md,2,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/evaluating-windows-firewall-with-advanced-security-design-examples.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/designing-a-windows-firewall-with-advanced-security-strategy.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-defender-atp/security-operations-dashboard-windows-defender-advanced-threat-protection.md,11,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-audit-incoming-ntlm-traffic.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-force-logoff-when-logon-hours-expire.md,13,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-configure-encryption-types-allowed-for-kerberos.md,11,EN,0
chaussitag/chromium_libs,app/src/main/cpp/chromium/src/docs/security/service-worker-security-faq.md,18,EN,0
fzh890523/notes,cs/os/bsd/kernel/sysctl/security/_resource/security.jail_FreeBSDChina%20Wiki.md,3,ZH,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/implementing-your-windows-firewall-with-advanced-security-design-plan.md,2,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-defender-application-control/use-windows-defender-application-control-with-intelligent-security-graph.md,7,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-defender-application-control/use-windows-defender-application-control-with-dynamic-code-security.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/windows-firewall-with-advanced-security-administration-with-windows-powershell.md,31,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/understanding-the-windows-firewall-with-advanced-security-design-process.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/identifying-your-windows-firewall-with-advanced-security-deployment-goals.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-access-sharing-and-security-model-for-local-accounts.md,14,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-ntlm-authentication-in-this-domain.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/auditing/appendix-a-security-monitoring-recommendations-for-many-audit-events.md,1,EN,0
maktubuzz/logbook,%E6%9C%AA%E5%91%BD%E5%90%8D%E6%AA%94%E6%A1%88%E5%A4%BE%201/content_1/security/security-assessment-and-testing/security-process-data-e-g-management-and-operational-controls.md,0,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-add-server-exceptions-in-this-domain.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-outgoing-ntlm-traffic-to-remote-servers.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/open-the-group-policy-management-console-to-ip-security-policies.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-audit-ntlm-authentication-in-this-domain.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/dcom-machine-access-restrictions-in-security-descriptor-definition-language-sddl-syntax.md,13,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/auditing/using-advanced-security-auditing-options-to-monitor-dynamic-access-control-objects.md,4,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/dcom-machine-launch-restrictions-in-security-descriptor-definition-language-sddl-syntax.md,13,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-restrict-ntlm-add-remote-server-exceptions-for-ntlm-authentication.md,15,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/audit-shut-down-system-immediately-if-unable-to-log-security-audits.md,14,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-allow-local-system-to-use-computer-identity-for-ntlm.md,14,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/open-the-group-policy-management-console-to-windows-firewall-with-advanced-security.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/device-guard/introduction-to-device-guard-virtualization-based-security-and-windows-defender-application-control.md,3,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/windows-firewall/mapping-your-deployment-goals-to-a-windows-firewall-with-advanced-security-design.md,1,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-allow-pku2u-authentication-requests-to-this-computer-to-use-online-identities.md,11,EN,0
cscannell-inacloud/Windows-ITPro-Docs,windows/security/threat-protection/security-policy-settings/network-security-do-not-store-lan-manager-hash-value-on-next-password-change.md,13,EN,0
zsevic/learny,security/README.md,1,EN,0
mevtorres/Azure-PowerShell,src/Security/Security/ChangeLog.md,2,EN,0
Kishorem05/ansible,security/README.md,5,EN,0
nballenger/NotesRepo,Security/NotesOn_ImplementingSSLTLS.md,21,EN,0
nballenger/NotesRepo,Security/NotesOn_SolvingIdentityManagement.md,73,EN,0
nballenger/NotesRepo,Security/NotesOn_SCIM2_docs.md,18,EN,0
xiangshouding/mobile-web-front-end-development-solutions,security/README.md,0,ZH,0
natrajr/comp20-rnatraj,security/README.md,0,EN,0
